통계표,계정항목,단위,변환,1999/Q2,1999/Q3,1999/Q4,2000/Q1,2000/Q2,2000/Q3,2000/Q4,2001/Q1,2001/Q2,2001/Q3,2001/Q4,2002/Q1,2002/Q2,2002/Q3,2002/Q4,2003/Q1,2003/Q2,2003/Q3,2003/Q4,2004/Q1,2004/Q2,2004/Q3,2004/Q4,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3,2018/Q4,2019/Q1,2019/Q2,2019/Q3,2019/Q4,2020/Q1,2020/Q2,2020/Q3,2020/Q4,2021/Q1,2021/Q2,2021/Q3,2021/Q4,2022/Q1,2022/Q2,2022/Q3,2022/Q4,2023/Q1,2023/Q2
"1.3.1. 한국은행 기준금리 및 여수신금리","한국은행 기준금리","연%","원자료","4.75","4.75","4.75","5.00","5.00","5.00","5.25","5.00","5.00","4.00","4.00","4.00","4.25","4.25","4.25","4.25","4.00","3.75","3.75","3.75","3.75","3.50","3.25","3.25","3.25","3.25","3.75","4.00","4.25","4.50","4.50","4.50","4.50","5.00","5.00","5.00","5.00","5.25","3.00","2.00","2.00","2.00","2.00","2.00","2.00","2.25","2.50","3.00","3.25","3.25","3.25","3.25","3.25","3.00","2.75","2.75","2.50","2.50","2.50","2.50","2.50","2.25","2.00","1.75","1.50","1.50","1.50","1.50","1.25","1.25","1.25","1.25","1.25","1.25","1.50","1.50","1.50","1.50","1.75","1.75","1.75","1.50","1.25","0.75","0.50","0.50","0.50","0.50","0.50","0.75","1.00","1.25","1.75","2.50","3.25","3.50","3.50"
